Nom de la commune,Populationtotal,Population_string,Premier_chiffre
Cunfin,181,181,1
Cussangy,246,246,2
Dampierre,308,308,3
Davrey,240,240,2
Dienville,897,897,8
Dierrey-Saint-Julien,274,274,2
Dierrey-Saint-Pierre,303,303,3
Dolancourt,140,140,1
Dommartin-le-Coq,62,62,6
Donnement,78,78,7
Dosches,304,304,3
Dosnon,112,112,1
Droupt-Saint-Basle,359,359,3
Droupt-Sainte-Marie,241,241,2
Eaux-Puiseaux,265,265,2
Échemines,100,100,1
Éclance,104,104,1
Éguilly-sous-Bois,119,119,1
Engente,36,36,3
Épagne,138,138,1
Épothémont,180,180,1
Ervy-le-Châtel,1202,1202,1
Essoyes,724,724,7
Estissac,1874,1874,1
Étourvy,178,178,1
Étrelles-sur-Aube,158,158,1
Faux-Villecerf,223,223,2
Fay-lès-Marcilly,90,90,9
Fays-la-Chapelle,134,134,1
Ferreux-Quincey,409,409,4
Feuges,336,336,3
Fontaine,264,264,2
Fontaine-les-Grès,885,885,8
Fontaine-Mâcon,667,667,6
Fontenay-de-Bossery,73,73,7
Fontette,215,215,2
Fontvannes,725,725,7
La Fosse-Corduan,224,224,2
Fouchères,547,547,5
Fralignes,88,88,8
Fravaux,48,48,4
Fresnay,50,50,5
Fresnoy-le-Château,285,285,2
Fuligny,47,47,4
Gélannes,747,747,7
Géraudot,343,343,3
Les Grandes-Chapelles,399,399,3
Grandville,96,96,9
Les Granges,75,75,7
Gumery,241,241,2
Gyé-sur-Seine,500,500,5
Hampigny,247,247,2
Herbisse,167,167,1
Isle-Aubigny,182,182,1
Isle-Aumont,480,480,4
Jasseines,180,180,1
Jaucourt,173,173,1
Javernant,157,157,1
Jessains,284,284,2
Jeugny,500,500,5
Joncreuil,96,96,9
Jully-sur-Sarce,248,248,2
Juvancourt,123,123,1
Juvanzé,36,36,3
Juzanvigny,128,128,1
Lagesse,208,208,2
Laines-aux-Bois,538,538,5
Landreville,452,452,4
Lantages,237,237,2
Lassicourt,63,63,6
Laubressel,544,544,5
Lavau,953,953,9
Lentilles,126,126,1
Lesmont,313,313,3
Lévigny,98,98,9
Lhuître,302,302,3
Lignières,213,213,2
Lignol-le-Château,208,208,2
Lirey,107,107,1
Loches-sur-Ource,361,361,3
La Loge-aux-Chèvres,84,84,8
La Loge-Pomblin,68,68,6
Les Loges-Margueron,265,265,2
Longchamp-sur-Aujon,426,426,4
Longeville-sur-Mogne,158,158,1
Longpré-le-Sec,87,87,8
Longsols,126,126,1
Longueville-sur-Aube,126,126,1
La Louptière-Thénard,297,297,2
Lusigny-sur-Barse,2222,2222,2
Luyères,458,458,4
Macey,980,980,9
Machy,119,119,1
Magnant,167,167,1
Magnicourt,83,83,8
Magny-Fouchard,271,271,2
Mailly-le-Camp,1616,1616,1
Maison-des-Champs,33,33,3
Maisons-lès-Chaource,161,161,1
Maisons-lès-Soulaines,66,66,6
Maizières-la-Grande-Paroisse,1537,1537,1
Maizières-lès-Brienne,164,164,1
Maraye-en-Othe,449,449,4
Marcilly-le-Hayer,734,734,7
Marigny-le-Châtel,1785,1785,1
Marnay-sur-Seine,235,235,2
Marolles-lès-Bailly,108,108,1
Marolles-sous-Lignières,338,338,3
Mathaux,202,202,2
Maupas,107,107,1
Mergey,701,701,7
Le Mériot,624,624,6
Merrey-sur-Arce,325,325,3
Méry-sur-Seine,1575,1575,1
Mesgrigny,293,293,2
Mesnil-la-Comtesse,45,45,4
Mesnil-Lettre,59,59,5
Mesnil-Saint-Loup,629,629,6
Mesnil-Saint-Père,502,502,5
Mesnil-Sellières,594,594,5
Messon,477,477,4
Metz-Robert,61,61,6
Meurville,176,176,1
Molins-sur-Aube,113,113,1
Montaulin,832,832,8
Montceaux-lès-Vaudes,272,272,2
Montfey,137,137,1
Montgueux,410,410,4
Montier-en-l'Isle,241,241,2
Montiéramey,410,410,4
Montigny-les-Monts,255,255,2
Montmartin-le-Haut,55,55,5
Montmorency-Beaufort,138,138,1
Montpothier,340,340,3
Montreuil-sur-Barse,311,311,3
Montsuzain,413,413,4
Morembert,31,31,3
Morvilliers,307,307,3
La Motte-Tilly,375,375,3
Moussey,654,654,6
Mussy-sur-Seine,1034,1034,1
Neuville-sur-Seine,464,464,4
Neuville-sur-Vanne,428,428,4
Noé-les-Mallets,118,118,1
Les Noës-près-Troyes,3315,3315,3
Nogent-en-Othe,49,49,4
Nogent-sur-Aube,326,326,3
Nogent-sur-Seine,6097,6097,6
Nozay,153,153,1
Onjon,256,256,2
Origny-le-Sec,617,617,6
Ormes,184,184,1
Ortillon,24,24,2
Orvilliers-Saint-Julien,315,315,3
Ossey-les-Trois-Maisons,599,599,5
Paisy-Cosdon,344,344,3
Pargues,140,140,1
Pars-lès-Chavanges,70,70,7
Pars-lès-Romilly,833,833,8
Le Pavillon-Sainte-Julie,299,299,2
Payns,1382,1382,1
Pel-et-Der,135,135,1
Périgny-la-Rose,143,143,1
Perthes-lès-Brienne,84,84,8
Petit-Mesnil,223,223,2
Piney,1500,1500,1
Plaines-Saint-Lange,262,262,2
Plancy-l'Abbaye,990,990,9
Planty,248,248,2
Plessis-Barbuise,206,206,2
Poivres,161,161,1
Poligny,66,66,6
Polisot,331,331,3
Polisy,202,202,2
Pont-Sainte-Marie,5295,5295,5
Pont-sur-Seine,1181,1181,1
Pouan-les-Vallées,556,556,5
Pougy,292,292,2
Pouy-sur-Vannes,160,160,1
Praslin,92,92,9
Précy-Notre-Dame,84,84,8
Précy-Saint-Martin,189,189,1
Prémierfait,91,91,9
Proverville,245,245,2
Prugny,386,386,3
Prunay-Belleville,225,225,2
Prusy,95,95,9
Puits-et-Nuisement,219,219,2
Racines,173,173,1
Radonvilliers,378,378,3
Ramerupt,413,413,4
Rances,46,46,4
Rhèges,236,236,2
Les Riceys,1267,1267,1
Rigny-la-Nonneuse,172,172,1
Rigny-le-Ferron,358,358,3
Rilly-Sainte-Syre,238,238,2
La Rivière-de-Corps,3503,3503,3
Romilly-sur-Seine,14756,14756,1
Roncenay,161,161,1
Rosières-près-Troyes,4507,4507,4
Rosnay-l'Hôpital,190,190,1
La Rothière,110,110,1
Rouilly-Sacey,390,390,3
Rouilly-Saint-Loup,563,563,5
Rouvres-les-Vignes,108,108,1
Rumilly-lès-Vaudes,552,552,5
Ruvigny,505,505,5
Saint-André-les-Vergers,12499,12499,1
Saint-Aubin,596,596,5
Saint-Benoist-sur-Vanne,243,243,2
Saint-Benoît-sur-Seine,405,405,4
Saint-Christophe-Dodinicourt,35,35,3
Saint-Étienne-sous-Barbuise,170,170,1
Saint-Flavy,289,289,2
Saint-Germain,2354,2354,2
Saint-Hilaire-sous-Romilly,360,360,3
Saint-Jean-de-Bonneval,404,404,4
Saint-Julien-les-Villas,6951,6951,6
Saint-Léger-près-Troyes,894,894,8
Saint-Léger-sous-Brienne,397,397,3
Saint-Léger-sous-Margerie,65,65,6
Saint-Loup-de-Buffigny,216,216,2
Saint-Lupien,236,236,2
Saint-Lyé,2977,2977,2
Saint-Mards-en-Othe,650,650,6
Saint-Martin-de-Bossenay,373,373,3
Saint-Mesmin,853,853,8
Saint-Nabord-sur-Aube,144,144,1
Saint-Nicolas-la-Chapelle,66,66,6
Saint-Oulph,295,295,2
Saint-Parres-aux-Tertres,3178,3178,3
Saint-Parres-lès-Vaudes,1018,1018,1
Saint-Phal,534,534,5
Saint-Pouange,1135,1135,1
Saint-Remy-sous-Barbuise,236,236,2
Saint-Thibault,562,562,5
Saint-Usage,78,78,7
Sainte-Maure,1956,1956,1
Sainte-Savine,11011,11011,1
Salon,121,121,1
Saulcy,69,69,6
La Saulsotte,707,707,7
Savières,1016,1016,1
Semoine,205,205,2
Soligny-les-Étangs,245,245,2
Sommeval,316,316,3
Soulaines-Dhuys,419,419,4
Souligny,421,421,4
Spoy,178,178,1
Thennelières,348,348,3
Thieffrain,157,157,1
Thil,123,123,1
Thors,74,74,7
Torcy-le-Grand,453,453,4
Torcy-le-Petit,86,86,8
Torvilliers,986,986,9
Traînel,1075,1075,1
Trancault,189,189,1
Trannes,248,248,2
Trouans,235,235,2
Troyes,62828,62828,6
Turgy,46,46,4
Unienville,129,129,1
Urville,132,132,1
Vailly,297,297,2
Val-d'Auzon,386,386,3
Vallant-Saint-Georges,393,393,3
Vallentigny,186,186,1
Vallières,151,151,1
Vanlay,306,306,3
Vauchassis,508,508,5
Vauchonvilliers,160,160,1
Vaucogne,78,78,7
Vaudes,724,724,7
Vaupoisson,125,125,1
Vendeuvre-sur-Barse,2355,2355,2
La Vendue-Mignot,255,255,2
Vernonvilliers,59,59,5
Verpillières-sur-Ource,111,111,1
Verricourt,53,53,5
Verrières,1905,1905,1
Viâpres-le-Petit,131,131,1
Villacerf,593,593,5
Villadin,116,116,1
La Ville-aux-Bois,30,30,3
Ville-sous-la-Ferté,1079,1079,1
Ville-sur-Arce,224,224,2
Ville-sur-Terre,105,105,1
Villechétif,940,940,9
Villeloup,126,126,1
Villemereuil,256,256,2
Villemoiron-en-Othe,206,206,2
Villemorien,213,213,2
Villemoyenne,784,784,7
Villenauxe-la-Grande,2752,2752,2
La Villeneuve-au-Châtelot,150,150,1
Villeneuve-au-Chemin,187,187,1
La Villeneuve-au-Chêne,436,436,4
Villeret,65,65,6
Villery,278,278,2
Villette-sur-Aube,261,261,2
Villiers-Herbisse,90,90,9
Villiers-le-Bois,97,97,9
Villiers-sous-Praslin,71,71,7
Villy-en-Trodes,254,254,2
Villy-le-Bois,55,55,5
Villy-le-Maréchal,192,192,1
Vinets,176,176,1
Virey-sous-Bar,630,630,6
Vitry-le-Croisé,239,239,2
Viviers-sur-Artaut,132,132,1
Voigny,164,164,1
Vosnon,235,235,2
Voué,689,689,6
Vougrey,51,51,5
Vulaines,228,228,2
Yèvres-le-Petit,66,66,6
Aigues-Vives,591,591,5
Airoux,165,165,1
Ajac,190,190,1
Alaigne,335,335,3
Alairac,1363,1363,1
Albas,79,79,7
Albières,122,122,1
Alet-les-Bains,409,409,4
Alzonne,1543,1543,1
Antugnac,274,274,2
Aragon,445,445,4
Argeliers,2170,2170,2
Argens-Minervois,353,353,3
Armissan,1550,1550,1
Arques,257,257,2
Arquettes-en-Val,81,81,8
Artigues,78,78,7
Arzens,1256,1256,1
Aunat,67,67,6
Auriac,43,43,4
Axat,558,558,5
Azille,1167,1167,1
Badens,800,800,8
Bages,819,819,8
Bagnoles,311,311,3
Baraigne,177,177,1
Barbaira,769,769,7
Belcaire,405,405,4
Belcastel-et-Buc,60,60,6
Belflou,127,127,1
Belfort-sur-Rebenty,27,27,2
Bellegarde-du-Razès,240,240,2
Belpech,1285,1285,1
Belvèze-du-Razès,876,876,8
Belvianes-et-Cavirac,261,261,2
Belvis,163,163,1
Berriac,964,964,9
Bessède-de-Sault,47,47,4
La Bezole,45,45,4
Bizanet,1713,1713,1
Bize-Minervois,1201,1201,1
Blomac,233,233,2
Bouilhonnac,233,233,2
Bouisse,100,100,1
Bouriège,128,128,1
Bourigeole,51,51,5
Le Bousquet,45,45,4
Boutenac,737,737,7
Bram,3286,3286,3
Brézilhac,178,178,1
Brousses-et-Villaret,349,349,3
Brugairolles,278,278,2
Les Brunels,284,284,2
Bugarach,232,232,2
Cabrespine,180,180,1
Cahuzac,32,32,3
Cailhau,275,275,2
Cailhavel,133,133,1
Cailla,49,49,4
Cambieure,308,308,3
Campagna-de-Sault,19,19,1
Campagne-sur-Aude,586,586,5
Camplong-d'Aude,372,372,3
Camps-sur-l'Agly,56,56,5
Camurac,98,98,9
Canet,1796,1796,1
Capendu,1534,1534,1
Carcassonne,47365,47365,4
Carlipa,345,345,3
Cascastel-des-Corbières,228,228,2
La Cassaigne,177,177,1
Cassaignes,56,56,5
Les Cassés,297,297,2
Castans,136,136,1
Castelnau-d'Aude,500,500,5
Castelnaudary,12136,12136,1
Castelreng,214,214,2
Caudebronde,191,191,1
Caunes-Minervois,1689,1689,1
Caunette-sur-Lauquet,4,4,4
Caunettes-en-Val,45,45,4
Caux-et-Sauzens,1002,1002,1
Cavanac,961,961,9
Caves,888,888,8
Cazalrenoux,92,92,9
Cazilhac,1700,1700,1
Cenne-Monestiés,408,408,4
Cépie,663,663,6
Chalabre,1130,1130,1
Citou,90,90,9
Le Clat,33,33,3
Clermont-sur-Lauquet,26,26,2
Comigne,312,312,3
Comus,46,46,4
Conilhac-Corbières,936,936,9
Conques-sur-Orbiel,2579,2579,2
Corbières,28,28,2
Coudons,53,53,5
Couffoulens,609,609,6
Couiza,1137,1137,1
Counozouls,48,48,4
Cournanel,724,724,7
Coursan,6001,6001,6
Courtauly,74,74,7
La Courtète,46,46,4
Coustaussa,53,53,5
Coustouge,121,121,1
Cruscades,932,932,9
Cubières-sur-Cinoble,97,97,9
Cucugnan,128,128,1
Cumiès,38,38,3
Cuxac-Cabardès,935,935,9
Cuxac-d'Aude,4100,4100,4
Davejean,118,118,1
Dernacueillette,43,43,4
La Digne-d'Amont,294,294,2
La Digne-d'Aval,540,540,5
Donazac,110,110,1
Douzens,745,745,7
Duilhac-sous-Peyrepertuse,148,148,1
Durban-Corbières,660,660,6
Embres-et-Castelmaure,152,152,1
Escales,469,469,4
Escouloubre,76,76,7
Escueillens-et-Saint-Just-de-Bélengard,158,158,1
Espéraza,1903,1903,1
Espezel,210,210,2
Fabrezan,1308,1308,1
Fajac-en-Val,38,38,3
Fajac-la-Relenque,54,54,5
La Fajolle,12,12,1
Fanjeaux,922,922,9
Félines-Termenès,121,121,1
Fendeille,548,548,5
Fenouillet-du-Razès,85,85,8
Ferrals-les-Corbières,1210,1210,1
Ferran,112,112,1
Festes-et-Saint-André,212,212,2
Feuilla,104,104,1
Fitou,1072,1072,1
Fleury,3888,3888,3
Floure,415,415,4
Fontanès-de-Sault,5,5,5
Fontcouverte,556,556,5
Fonters-du-Razès,80,80,8
Fontiers-Cabardès,504,504,5
Fontiès-d'Aude,491,491,4
Fontjoncouse,135,135,1
La Force,225,225,2
Fournes-Cabardès,50,50,5
Fourtou,74,74,7
Fraisse-Cabardès,106,106,1
Fraissé-des-Corbières,225,225,2
Gaja-et-Villedieu,303,303,3
Gaja-la-Selve,145,145,1
Galinagues,35,35,3
Gardie,124,124,1
Generville,61,61,6
Gincla,48,48,4
Ginestas,1465,1465,1
Ginoles,316,316,3
Gourvieille,76,76,7
Gramazie,119,119,1
Granès,97,97,9
Greffeil,84,84,8
Gruissan,5063,5063,5
Homps,602,602,6
Hounoux,139,139,1
Les Ilhes,52,52,5
Issel,497,497,4
Jonquières,61,61,6
Joucou,36,36,3
Labastide-d'Anjou,1341,1341,1
Labastide-en-Val,94,94,9
Labastide-Esparbairenque,73,73,7
Labécède-Lauragais,421,421,4
Lacombe,175,175,1
Ladern-sur-Lauquet,275,275,2
Lafage,92,92,9
Lagrasse,554,554,5
Lairière,54,54,5
Lanet,51,51,5
Laprade,96,96,9
Laroque-de-Fa,158,158,1
Lasbordes,818,818,8
Lasserre-de-Prouille,270,270,2
Lastours,162,162,1
Laurabuc,421,421,4
Laurac,183,183,1
Lauraguel,625,625,6
Laure-Minervois,1070,1070,1
Lavalette,1525,1525,1
Lespinassière,140,140,1
Leuc,864,864,8
Leucate,4485,4485,4
Lézignan-Corbières,11332,11332,1
Lignairolles,43,43,4
Limousis,131,131,1
Limoux,10614,10614,1
Loupia,245,245,2
La Louvière-Lauragais,79,79,7
Luc-sur-Aude,253,253,2
Luc-sur-Orbieu,1154,1154,1
Magrie,538,538,5
Mailhac,577,577,5
Maisons,46,46,4
Malras,408,408,4
Malves-en-Minervois,879,879,8
Malviès,381,381,3
Marcorignan,1327,1327,1
Marquein,82,82,8
Marsa,18,18,1
Marseillette,726,726,7
Les Martys,298,298,2
Mas-Cabardès,189,189,1
Mas-des-Cours,25,25,2
Mas-Saintes-Puelles,944,944,9
Massac,30,30,3
Mayreville,78,78,7
Mayronnes,36,36,3
Mazerolles-du-Razès,158,158,1
Mazuby,26,26,2
Mérial,31,31,3
Mézerville,95,95,9
Miraval-Cabardès,46,46,4
Mirepeisset,775,775,7
Mireval-Lauragais,176,176,1
Missègre,65,65,6
Molandier,243,243,2
Molleville,136,136,1
Montauriol,90,90,9
Montazels,570,570,5
Montbrun-des-Corbières,311,311,3
Montclar,171,171,1
Montferrand,574,574,5
Montfort-sur-Boulzane,91,91,9
Montgaillard,42,42,4
Montgradail,47,47,4
Monthaut,38,38,3
Montirat,75,75,7
Montjardin,88,88,8
Montjoi,38,38,3
Montmaur,316,316,3
Montolieu,861,861,8
Montréal,2070,2070,2
Montredon-des-Corbières,1492,1492,1
Montséret,606,606,6
Monze,229,229,2
Moussan,1986,1986,1
Moussoulens,1048,1048,1
Mouthoumet,110,110,1
Moux,710,710,7
Narbonne,55876,55876,5
Nébias,251,251,2
Névian,1334,1334,1
Niort-de-Sault,33,33,3
Ornaisons,1207,1207,1
Orsans,104,104,1
Ouveillan,2513,2513,2
Padern,133,133,1
Palairac,30,30,3
Palaja,2454,2454,2
La Palme,1723,1723,1
Paraza,634,634,6
Pauligne,371,371,3
Payra-sur-l'Hers,208,208,2
Paziols,535,535,5
Pech-Luna,77,77,7
Pécharic-et-le-Py,27,27,2
Pennautier,2612,2612,2
Pépieux,1096,1096,1
Pexiora,1244,1244,1
Peyrefitte-du-Razès,50,50,5
Peyrefitte-sur-l'Hers,83,83,8
Peyrens,509,509,5
Peyriac-de-Mer,1136,1136,1
Peyriac-Minervois,1159,1159,1
Peyrolles,89,89,8
Pezens,1690,1690,1
Pieusse,1005,1005,1
Plaigne,117,117,1
Plavilla,114,114,1
La Pomarède,146,146,1
Pomas,910,910,9
Pomy,60,60,6
Port-la-Nouvelle,5636,5636,5
Portel-des-Corbières,1377,1377,1
Pouzols-Minervois,555,555,5
Pradelles-Cabardès,144,144,1
Preixan,628,628,6
Puginier,152,152,1
Puichéric,1210,1210,1
Puilaurens,280,280,2
Puivert,487,487,4
Quillan,3369,3369,3
Quintillan,52,52,5
Quirbajou,53,53,5
Raissac-d'Aude,268,268,2
Raissac-sur-Lampy,465,465,4
La Redorte,1180,1180,1
Rennes-le-Château,83,83,8
Rennes-les-Bains,206,206,2
Ribaute,283,283,2
Ribouisse,114,114,1
Ricaud,306,306,3
Rieux-en-Val,95,95,9
Rieux-Minervois,2015,2015,2
Rivel,202,202,2
Rodome,127,127,1
Roquecourbe-Minervois,138,138,1
Roquefère,80,80,8
Roquefeuil,293,293,2
Roquefort-de-Sault,84,84,8
Roquefort-des-Corbières,1042,1042,1
Roquetaillade-et-Conilhac,279,279,2
Roubia,522,522,5
Rouffiac-d'Aude,452,452,4
Rouffiac-des-Corbières,87,87,8
Roullens,479,479,4
Routier,254,254,2
Rustiques,519,519,5
Saint-Amans,67,67,6
Saint-André-de-Roquelongue,1407,1407,1
Saint-Benoît,108,108,1
Saint-Couat-d'Aude,408,408,4
Saint-Couat-du-Razès,52,52,5
Saint-Denis,524,524,5
Saint-Ferriol,118,118,1
Saint-Frichoux,262,262,2
Saint-Gaudéric,117,117,1
Saint-Hilaire,788,788,7
Saint-Jean-de-Barrou,254,254,2
Saint-Jean-de-Paracol,127,127,1
Saint-Julia-de-Bec,107,107,1
Saint-Julien-de-Briola,90,90,9
Saint-Just-et-le-Bézu,47,47,4
Saint-Laurent-de-la-Cabrerisse,762,762,7
Saint-Louis-et-Parahou,57,57,5
Saint-Marcel-sur-Aude,2033,2033,2
Saint-Martin-de-Villereglan,371,371,3
Saint-Martin-des-Puits,28,28,2
Saint-Martin-Lalande,1144,1144,1
Saint-Martin-le-Vieil,234,234,2
Saint-Martin-Lys,27,27,2
Saint-Michel-de-Lanès,476,476,4
Saint-Nazaire-d'Aude,2068,2068,2
Saint-Papoul,854,854,8
Saint-Paulet,203,203,2
Saint-Pierre-des-Champs,185,185,1
Saint-Polycarpe,149,149,1
Saint-Sernin,40,40,4
Sainte-Camelle,121,121,1
Sainte-Colombe-sur-Guette,46,46,4
Sainte-Colombe-sur-l'Hers,442,442,4
Sainte-Eulalie,515,515,5
Sainte-Valière,573,573,5
Saissac,955,955,9
Sallèles-Cabardès,122,122,1
Sallèles-d'Aude,2967,2967,2
Salles-d'Aude,3330,3330,3
Salles-sur-l'Hers,714,714,7
Salsigne,394,394,3
Salvezines,77,77,7
Salza,17,17,1
Seignalens,33,33,3
La Serpent,96,96,9
Serres,67,67,6
Serviès-en-Val,219,219,2
Sigean,5571,5571,5
Sonnac-sur-l'Hers,138,138,1
Sougraigne,118,118,1
Souilhanels,429,429,4
Souilhe,328,328,3
Soulatgé,128,128,1
Soupex,253,253,2
Talairan,474,474,4
Taurize,114,114,1
Termes,38,38,3
Terroles,17,17,1
Thézan-des-Corbières,554,554,5
La Tourette-Cabardès,25,25,2
Tournissan,276,276,2
Tourouzelle,475,475,4
Tourreilles,127,127,1
Trassanel,34,34,3
Trausse,593,593,5
Trèbes,5760,5760,5
Treilles,251,251,2
Tréville,109,109,1
Tréziers,101,101,1
Tuchan,797,797,7
Val-de-Dagne,750,750,7
Val de Lambronne,187,187,1
Val-du-Faby,581,581,5
Valmigère,17,17,1
Ventenac-Cabardès,1004,1004,1
Ventenac-en-Minervois,563,563,5
Véraza,34,34,3
Verdun-en-Lauragais,279,279,2
Verzeille,501,501,5
Vignevieille,106,106,1
Villalier,1021,1021,1
Villanière,138,138,1
Villar-en-Val,27,27,2
Villar-Saint-Anselme,121,121,1
Villardebelle,53,53,5
Villardonnel,510,510,5
Villarzel-Cabardès,243,243,2
Villarzel-du-Razès,103,103,1
Villasavary,1237,1237,1
Villautou,63,63,6
Villebazy,129,129,1
Villedaigne,518,518,5
Villedubert,360,360,3
Villefloure,169,169,1
Villefort,90,90,9
Villegailhenc,1777,1777,1
Villegly,1157,1157,1
Villelongue-d'Aude,313,313,3
Villemagne,267,267,2
Villemoustaussou,4502,4502,4
Villeneuve-la-Comptal,1345,1345,1
Villeneuve-les-Corbières,247,247,2
Villeneuve-lès-Montréal,310,310,3
Villeneuve-Minervois,1028,1028,1
Villepinte,1327,1327,1
Villerouge-Termenès,152,152,1
Villesèque-des-Corbières,376,376,3
Villesèquelande,913,913,9
Villesiscle,389,389,3
Villespy,380,380,3
Villetritouls,41,41,4
Vinassan,2689,2689,2
Agen-d'Aveyron,1081,1081,1
Aguessac,891,891,8
Les Albres,352,352,3
Almont-les-Junies,484,484,4
Alrance,369,369,3
Ambeyrac,180,180,1
Anglars-Saint-Félix,841,841,8
Argences en Aubrac,1683,1683,1
Arnac-sur-Dourdou,35,35,3
Arques,137,137,1
Arvieu,812,812,8
Asprières,740,740,7
Aubin,3877,3877,3
Auriac-Lagast,232,232,2
Auzits,874,874,8
Ayssènes,219,219,2
Balaguier-d'Olt,168,168,1
Balaguier-sur-Rance,94,94,9
Baraqueville,3226,3226,3
Le Bas Ségala,1636,1636,1
La Bastide-Pradines,103,103,1
La Bastide-Solages,108,108,1
Belcastel,194,194,1
Belmont-sur-Rance,988,988,9
Bertholène,1067,1067,1
Bessuéjouls,221,221,2
Boisse-Penchot,525,525,5
Bor-et-Bar,198,198,1
Bouillac,430,430,4
Bournazel,353,353,3
Boussac,592,592,5
Bozouls,2932,2932,2
Brandonnet,335,335,3
Brasc,174,174,1
Brommat,646,646,6
Broquiès,628,628,6
Brousse-le-Château,162,162,1
Brusque,282,282,2
Cabanès,259,259,2
Calmels-et-le-Viala,219,219,2
Calmont,2125,2125,2
Camarès,1070,1070,1
Camboulazet,408,408,4
Camjac,587,587,5
Campagnac,456,456,4
Campouriez,357,357,3
Campuac,458,458,4
Canet-de-Salars,436,436,4
Cantoin,307,307,3
Capdenac-Gare,4628,4628,4
La Capelle-Balaguier,314,314,3
La Capelle-Bleys,369,369,3
La Capelle-Bonance,83,83,8
Cassagnes-Bégonhès,940,940,9
Cassuéjouls,113,113,1
Castanet,537,537,5
Castelmary,119,119,1
Castelnau-de-Mandailles,597,597,5
Castelnau-Pégayrols,337,337,3
Causse-et-Diège,776,776,7
La Cavalerie,1470,1470,1
Le Cayrol,263,263,2
Centrès,469,469,4
Clairvaux-d'Aveyron,1170,1170,1
Le Clapier,78,78,7
Colombiès,930,930,9
Combret,277,277,2
Compeyre,548,548,5
Compolibat,353,353,3
Comprégnac,258,258,2
Comps-la-Grand-Ville,644,644,6
Condom-d'Aubrac,314,314,3
Connac,112,112,1
Conques-en-Rouergue,1724,1724,1
Cornus,536,536,5
Les Costes-Gozon,187,187,1
Coubisou,506,506,5
Coupiac,401,401,4
La Couvertoirade,190,190,1
Cransac,1563,1563,1
Creissels,1638,1638,1
Crespin,312,312,3
La Cresse,331,331,3
Curan,316,316,3
Curières,230,230,2
Decazeville,5564,5564,5
Druelle Balsac,3234,3234,3
Drulhe,459,459,4
Durenque,533,533,5
Entraygues-sur-Truyère,1010,1010,1
Escandolières,240,240,2
Espalion,4643,4643,4
Espeyrac,248,248,2
Estaing,489,489,4
Fayet,261,261,2
Le Fel,177,177,1
Firmi,2459,2459,2
Flagnac,1096,1096,1
Flavin,2370,2370,2
Florentin-la-Capelle,287,287,2
Foissac,486,486,4
Fondamente,337,337,3
La Fouillade,1106,1106,1
Gabriac,514,514,5
Gaillac-d'Aveyron,311,311,3
Galgan,380,380,3
Gissac,105,105,1
Golinhac,353,353,3
Goutrens,528,528,5
Gramond,505,505,5
L' Hospitalet-du-Larzac,282,282,2
Huparlac,264,264,2
Lacroix-Barrez,519,519,5
Laguiole,1268,1268,1
Laissac-Sévérac l'Église,2222,2222,2
Lanuéjouls,748,748,7
Lapanouse-de-Cernon,131,131,1
Lassouts,302,302,3
Laval-Roquecezière,286,286,2
Lédergues,664,664,6
Lescure-Jaoul,235,235,2
Lestrade-et-Thouels,502,502,5
Livinhac-le-Haut,1157,1157,1
La Loubière,1518,1518,1
Luc-la-Primaube,6132,6132,6
Lugan,347,347,3
Lunac,450,450,4
Maleville,971,971,9
Manhac,830,830,8
Marcillac-Vallon,1757,1757,1
Marnhagues-et-Latour,140,140,1
Martiel,1033,1033,1
Martrin,233,233,2
Mayran,650,650,6
Mélagues,60,60,6
Meljac,132,132,1
Millau,22844,22844,2
Le Monastère,2358,2358,2
Montagnol,134,134,1
Montbazens,1431,1431,1
Montclar,166,166,1
Monteils,631,631,6
Montézic,234,234,2
Montfranc,126,126,1
Montjaux,413,413,4
Montlaur,651,651,6
Montpeyroux,552,552,5
Montrozier,1677,1677,1
Montsalès,335,335,3
Morlhon-le-Haut,581,581,5
Mostuéjouls,320,320,3
Mounes-Prohencoux,190,190,1
Mouret,557,557,5
Moyrazès,1137,1137,1
Mur-de-Barrez,778,778,7
Murasson,198,198,1
Muret-le-Château,368,368,3
Murols,114,114,1
Najac,720,720,7
Nant,1023,1023,1
Naucelle,2149,2149,2
Naussac,381,381,3
Nauviale,572,572,5
Le Nayrac,524,524,5
Olemps,3495,3495,3
Ols-et-Rinhodes,175,175,1
Onet-le-Château,12455,12455,1
Palmas d'Aveyron,1039,1039,1
Paulhe,398,398,3
Peux-et-Couffouleux,88,88,8
Peyreleau,79,79,7
Peyrusse-le-Roc,232,232,2
Pierrefiche,279,279,2
Plaisance,227,227,2
Pomayrols,123,123,1
Pont-de-Salars,1695,1695,1
Pousthomy,214,214,2
Prades-d'Aubrac,382,382,3
Prades-Salars,314,314,3
Pradinas,366,366,3
Prévinquières,314,314,3
Privezac,333,333,3
Pruines,310,310,3
Quins,865,865,8
Rebourguil,284,284,2
Réquista,2099,2099,2
Rieupeyroux,2045,2045,2
Rignac,2085,2085,2
Rivière-sur-Tarn,1066,1066,1
Rodelle,1107,1107,1
Rodez,25905,25905,2
La Roque-Sainte-Marguerite,188,188,1
Roquefort-sur-Soulzon,567,567,5
La Rouquette,816,816,8
Roussennac,645,645,6
Rullac-Saint-Cirq,349,349,3
Saint-Affrique,8746,8746,8
